Floor,FloorAll,Link,Area,Address,Price,PriceBySquare,City
1,2,https://www.cian.ru/rent/flat/164357858/,24,"Московская область, Красногорск городской округ, Нахабино рп, улица Дачная, 1",2e4,833.3333333333334,Нахабино рп
17,22,https://podolsk.cian.ru/rent/flat/164569710/,40,"Московская область, Подольск городской округ, Подольск, Кузнечики мкр, район Кузнечики, улица Генерала Стрельбицкого, 8",2e4,500,Подольск
4,4,https://www.cian.ru/rent/flat/164680064/,32,"Московская область, Истра городской округ, Малая Истра ЖК, 14",2e4,625,Малая Истра ЖК
1,5,https://zhukovsky.cian.ru/rent/flat/164679851/,33,"Московская область, Жуковский городской округ, Жуковский, улица Гагарина, 50",2e4,606.060606060606,Жуковский
3,5,https://lyubertsy.cian.ru/rent/flat/162404723/,35,"Московская область, Люберецкий район, Люберцы, м. Выхино, район Красная горка, улица Гоголя, 16",2e4,571.4285714285714,Люберцы
13,17,https://balashikha.cian.ru/rent/flat/163344191/,38,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, Ольгино мкр, район Железнодорожный (Ольгино), улица Граничная, 30",2e4,526.3157894736842,Балашиха городской округ
2,4,https://www.cian.ru/rent/flat/164152928/,26,"Московская область, Истра городской округ, д. Черная, улица Широкая, 15",2e4,769.2307692307693,д. Черная
13,22,https://solnechnogorsk.cian.ru/rent/flat/161923452/,40,"Московская область, м. Комсомольская, Солнечногорский район, д. Подолино, Велтон Парк Новая Сходня мкр",2e4,500,Солнечногорский район
15,44,https://krasnogorsk.cian.ru/rent/flat/164697834/,35,"Московская область, Красногорский район, Красногорск, м. Мякинино, район Павшинская пойма, улица Авангардная, 2",35e3,1e3,Красногорск
4,9,https://reutov.cian.ru/rent/flat/164590297/,35,"Московская область, Реутов, улица Победы, 30",2e4,571.4285714285714,улица Победы
3,17,https://dmitrov.cian.ru/rent/flat/161928362/,45,"Московская область, Дмитровский район, Дмитров, м. Савеловская, Школьная улица",22e3,488.8888888888889,Дмитров
11,14,https://pushkino.cian.ru/rent/flat/163637030/,38,"Московская область, Пушкинский район, Пушкино, м. ВДНХ, Московский проспект, 9/2",19500,513.1578947368421,Пушкино
21,22,https://ramenskoye.cian.ru/rent/flat/164397528/,52,"Московская область, Раменский район, Раменское, Северное шоссе, 6",2e4,384.61538461538464,Раменское
3,5,https://www.cian.ru/rent/flat/163755622/,30,"Московская область, м. Румянцево, Наро-Фоминский городской округ, Калининец рп, 17",2e4,666.6666666666666,Наро-Фоминский городской округ
2,18,https://podolsk.cian.ru/rent/flat/164429325/,39,"Московская область, Подольск городской округ, Подольск, м. Царицыно, район Южный, проезд Электромонтажный, 5",2e4,512.8205128205128,Подольск
3,20,https://korolev.cian.ru/rent/flat/164419165/,38,"Московская область, Королев городской округ, Королев, Болшево мкр, район Юбилейный, Пушкинская улица, 15",21e3,552.6315789473684,Королев
4,24,https://balashikha.cian.ru/rent/flat/164708159/,42,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, район микрорайон 22, улица Свердлова, 52/2",21e3,500,Балашиха городской округ
16,17,https://lyubertsy.cian.ru/rent/flat/164629710/,33,"Московская область, Люберецкий район, Люберцы, м. Лермонтовский проспект, район Люберцы 2015 2018, улица Вертолетная, 14к1",21e3,636.3636363636364,Люберцы
2,5,https://odintsovo.cian.ru/rent/flat/161525471/,24,"Московская область, Одинцовский район, Одинцово, м. Кунцевская, район микрорайон 7, Можайское шоссе, 30",21e3,875,Одинцово
2,5,https://odintsovo.cian.ru/rent/flat/164517292/,34,"Московская область, Одинцовский район, пос. Конезавода, 32",21e3,617.6470588235294,пос. Конезавода
5,5,https://lyubertsy.cian.ru/rent/flat/163306686/,33,"Московская область, Люберецкий район, Люберцы, м. Выхино, район Красная горка, улица 50 лет Комсомола, 8",21e3,636.3636363636364,Люберцы
2,17,https://ramenskoye.cian.ru/rent/flat/163927462/,37,"Московская область, м. Выхино, Раменский район, д. Островцы, Новые Островцы мкр",21e3,567.5675675675676,Раменский район
17,17,https://www.cian.ru/rent/flat/164385268/,44,"Московская область, м. Котельники, Люберцы городской округ, Октябрьский пгт, улица Ленина, 19",21e3,477.27272727272725,Люберцы городской округ
7,10,https://domodedovo.cian.ru/rent/flat/164548974/,50,"Московская область, Домодедовский район, Домодедово городской округ, Домодедово, м. Домодедовская, район Южный, улица Корнеева, 48",21e3,420,Домодедово городской округ
2,5,https://domodedovo.cian.ru/rent/flat/159020540/,32,"Московская область, Домодедовский район, Домодедово городской округ, Домодедово, Северный мкр, район Северный, улица Советская, 6",21e3,656.25,Домодедово городской округ
2,7,https://zvenigorod.cian.ru/rent/flat/163274083/,38,"Московская область, Звенигород городской округ, Звенигород, Садовая улица, 5",21e3,552.6315789473684,Звенигород
3,5,https://lyubertsy.cian.ru/rent/flat/163346358/,33,"Московская область, Люберецкий район, Люберцы, м. Лермонтовский проспект, район Панки, проезд 1-й Панковский, 17",21e3,636.3636363636364,Люберцы
13,25,https://solnechnogorsk.cian.ru/rent/flat/164250365/,27,"Московская область, м. Речной вокзал, Солнечногорский район, д. Подолино, Велтон Парк Новая Сходня мкр, улица Беговая, 14",22e3,814.8148148148148,Солнечногорский район
16,18,https://balashikha.cian.ru/rent/flat/164256684/,38,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, Железнодорожный мкр, район Железнодорожный (Центральный), улица Маяковского, 22",22e3,578.9473684210526,Балашиха городской округ
5,17,https://domodedovo.cian.ru/rent/flat/163666629/,42,"Московская область, Домодедовский район, Домодедово городской округ, Домодедово, м. Домодедовская, Северный мкр, район Северный, улица Овражная, 1к2",22e3,523.8095238095239,Домодедово городской округ
7,16,https://reutov.cian.ru/rent/flat/164506890/,38,"Московская область, Реутов, м. Новокосино, Юбилейный проспект, 2",22e3,578.9473684210526,м. Новокосино
14,18,https://podolsk.cian.ru/rent/flat/162964217/,40,"Московская область, Подольск городской округ, Подольск, м. Бульвар Дмитрия Донского, район Силикатная, Рязановское шоссе, 19",22e3,550,Подольск
4,5,https://sergiyev-posad.cian.ru/rent/flat/164063327/,44,"Московская область, Сергиево-Посадский район, Сергиев Посад, Вознесенская улица, 48",22e3,500,Сергиев Посад
3,17,https://pushkino.cian.ru/rent/flat/163619859/,50,"Московская область, Пушкинский район, Пушкино, м. ВДНХ, Серебрянка мкр, 48/2",22e3,440,Пушкино
8,9,https://lyubertsy.cian.ru/rent/flat/164395696/,38,"Московская область, Люберецкий район, Люберцы, Южная улица, 24",22e3,578.9473684210526,Люберцы
1,9,https://mytishchi.cian.ru/rent/flat/164563770/,36,"Московская область, Мытищинский район, Мытищи городской округ, Мытищи, м. Медведково, район Леонидовка, улица Академика Каргина, 40",22e3,611.1111111111111,Мытищи городской округ
12,17,https://balashikha.cian.ru/rent/flat/164327980/,43,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, Ольгино мкр, район Железнодорожный (Ольгино), улица Граничная, 32",23e3,534.8837209302326,Балашиха городской округ
1,5,https://krasnogorsk.cian.ru/rent/flat/164136539/,36,"Московская область, Красногорский район, Красногорск, Опалиха мкр, район Опалиха, улица Геологов, 5",2e4,555.5555555555555,Красногорск
5,12,https://vidnoye.cian.ru/rent/flat/164379764/,42,"Московская область, Ленинский район, Видное, улица Березовая, 13",25e3,595.2380952380952,Видное
4,5,https://krasnogorsk.cian.ru/rent/flat/163548161/,30,"Московская область, Красногорский район, Красногорск, район Чернево, Светлая улица, 5",22e3,733.3333333333334,Красногорск
1,4,https://khimki.cian.ru/rent/flat/163027786/,20,"Московская область, Химки городской округ, Химки, м. Планерная, Новогорск мкр, район Новогорск, улица Усадебная",22e3,1100,Химки
9,16,https://balashikha.cian.ru/rent/flat/164076903/,36,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, Янтарный кв-л, район Янтарный, улица Кольцевая, 4/2",22e3,611.1111111111111,Балашиха городской округ
1,9,https://krasnogorsk.cian.ru/rent/flat/163271687/,33,"Московская область, Красногорский район, Красногорск, район Чернево, улица Ленина, 47к1",22e3,666.6666666666666,Красногорск
1,7,https://khimki.cian.ru/rent/flat/161249639/,32,"Московская область, Химки городской округ, Химки, м. Речной вокзал, Клязьма кв-л, район Клязьма-Старбеево, улица Летчика Ивана Федорова, 8к1",22e3,687.5,Химки
5,19,https://pushkino.cian.ru/rent/flat/163293034/,45,"Московская область, Пушкинский район, Пушкино, Серебрянка мкр, 46",22e3,488.8888888888889,Пушкино
7,9,https://lytkarino.cian.ru/rent/flat/163584922/,35,"Московская область, Лыткарино городской округ, Лыткарино, м. Котельники, 2-й кв-л, 3",22e3,628.5714285714286,Лыткарино
3,17,https://lyubertsy.cian.ru/rent/flat/164693616/,40,"Московская область, Люберецкий район, Люберцы, м. Жулебино, Городок Б мкр, район Городок Б, улица 3-е Почтовое Отделение, 90",22e3,550,Люберцы
6,14,https://mytishchi.cian.ru/rent/flat/164195015/,45,"Московская область, Мытищинский район, Мытищи городской округ, Мытищи, м. Медведково, район микрорайон 17, улица Мира, 32А",22e3,488.8888888888889,Мытищи городской округ
7,16,https://reutov.cian.ru/rent/flat/164692891/,38,"Московская область, Реутов, м. Новокосино, Юбилейный проспект, 2",22e3,578.9473684210526,м. Новокосино
8,9,https://mytishchi.cian.ru/rent/flat/164693116/,38,"Московская область, Мытищинский район, Мытищи городской округ, Мытищи, район микрорайон 6, Юбилейная улица, 37к1",23e3,605.2631578947369,Мытищи городской округ
8,18,https://mytishchi.cian.ru/rent/flat/164118286/,40,"Московская область, Мытищинский район, Мытищи городской округ, Мытищи, м. Медведково, район Строителей, улица 2-я Институтская, 22",23e3,575,Мытищи городской округ
12,18,https://vidnoye.cian.ru/rent/flat/163862590/,44,"Московская область, Ленинский район, Видное, м. Царицыно, улица Березовая, 3",23e3,522.7272727272727,Видное
4,9,https://dolgoprudny.cian.ru/rent/flat/164397519/,40,"Московская область, Долгопрудный городской округ, Долгопрудный, Парковая улица, 38",23e3,575,Долгопрудный
2,4,https://khimki.cian.ru/rent/flat/161162639/,23,"Московская область, Химки городской округ, Химки, Новогорск мкр, район Новогорск, улица Соколовская, 1",23e3,1e3,Химки
1,9,https://krasnogorsk.cian.ru/rent/flat/163283896/,32,"Московская область, Красногорский район, Красногорск, м. Тушинская, район Чернево, улица Карбышева, 13",23e3,718.75,Красногорск
5,12,https://podolsk.cian.ru/rent/flat/163601193/,49,"Московская область, Подольск городской округ, Подольск, м. Бульвар Дмитрия Донского, район Красная горка, проспект Ленина, 10",23e3,469.38775510204084,Подольск
1,17,https://balashikha.cian.ru/rent/flat/164507945/,40,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, Железнодорожный мкр, район Железнодорожный (Центральный), улица Маяковского, 24",23e3,575,Балашиха городской округ
2,17,https://dolgoprudny.cian.ru/rent/flat/164564114/,34,"Московская область, Долгопрудный городской округ, Долгопрудный, м. Алтуфьево, Старое Дмитровское шоссе, 17",23e3,676.4705882352941,Долгопрудный
6,12,https://odintsovo.cian.ru/rent/flat/163974370/,35,"Московская область, Одинцовский район, Одинцово, район микрорайон 6, Можайское шоссе, 134",23e3,657.1428571428571,Одинцово
1,2,https://kotelniki.cian.ru/rent/flat/164606802/,36,"Московская область, Люберецкий район, Котельники городской округ, Котельники, м. Котельники, Опытное поле мкр, 6",23e3,638.8888888888889,Котельники городской округ
8,14,https://podolsk.cian.ru/rent/flat/164656279/,45,"Московская область, Подольск городской округ, Подольск, м. Бульвар Дмитрия Донского, район Красная горка, улица Некрасова, 1",23e3,511.1111111111111,Подольск
8,18,https://krasnogorsk.cian.ru/rent/flat/164532009/,43,"Московская область, Красногорский район, Красногорск, м. Тушинская, Чернево-2 мкр, район Чернево, улица Вилора Трифонова, 7",23e3,534.8837209302326,Красногорск
7,10,https://stupino.cian.ru/rent/flat/164430083/,35,"Московская область, Ступинский район, Ступино, улица Фрунзе, 3к1",23e3,657.1428571428571,Ступино
8,9,https://odintsovo.cian.ru/rent/flat/164062287/,40,"Московская область, Одинцовский район, Одинцово, район микрорайон 1, улица Маршала Неделина, 9",23e3,575,Одинцово
15,44,https://krasnogorsk.cian.ru/rent/flat/164697834/,35,"Московская область, Красногорский район, Красногорск, м. Мякинино, район Павшинская пойма, улица Авангардная, 2",35e3,1e3,Красногорск
11,19,https://krasnogorsk.cian.ru/rent/flat/163450490/,47,"Московская область, Красногорский район, Красногорск, м. Митино, район Теплый бетон, Речная улица, 20к4",35e3,744.6808510638298,Красногорск
12,17,https://balashikha.cian.ru/rent/flat/164327980/,43,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, Ольгино мкр, район Железнодорожный (Ольгино), улица Граничная, 32",23e3,534.8837209302326,Балашиха городской округ
24,25,https://balashikha.cian.ru/rent/flat/164168043/,38,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, Изумрудный мкр, 1",24e3,631.578947368421,Балашиха городской округ
5,9,https://lyubertsy.cian.ru/rent/flat/164357011/,40,"Московская область, Люберецкий район, Люберцы, район Панки, Хлебозаводской проезд, 7",24e3,600,Люберцы
8,9,https://odintsovo.cian.ru/rent/flat/164707467/,37,"Московская область, Одинцовский район, Одинцово, район микрорайон 7, Вокзальная улица, 9",24e3,648.6486486486486,Одинцово
20,25,https://odintsovo.cian.ru/rent/flat/164454023/,35,"Московская область, Одинцовский район, Одинцово, 9-й мкр, район Одинцовский парк, улица Белорусская, 2",24e3,685.7142857142857,Одинцово
6,25,https://krasnogorsk.cian.ru/rent/flat/159522294/,38,"Московская область, Красногорский район, Красногорск, м. Митино, район Чернево, бульвар Космонавтов, 7",23500,618.421052631579,Красногорск
2,3,https://mytishchi.cian.ru/rent/flat/151576873/,30,"Московская область, Мытищинский район, Мытищи городской округ, Мытищи, м. ВДНХ, район Перловка, улица Селезнева, 22А",24e3,800,Мытищи городской округ
17,17,https://zhukovsky.cian.ru/rent/flat/164423847/,42,"Московская область, Жуковский городской округ, Жуковский, улица Солнечная, 15",25e3,595.2380952380952,Жуковский
4,4,https://lyubertsy.cian.ru/rent/flat/164635187/,34,"Московская область, Люберецкий район, Люберцы, м. Котельники, район Панки, Хлебозаводской проезд, 5",25e3,735.2941176470588,Люберцы
2,23,https://www.cian.ru/rent/flat/164633906/,42,"Московская область, м. Планерная, Красногорск городской округ, д. Путилково, улица Сходненская, 31",25e3,595.2380952380952,Красногорск городской округ
16,23,https://mytishchi.cian.ru/rent/flat/164510700/,40,"Московская область, Мытищинский район, Мытищи городской округ, Мытищи, район микрорайон 25, улица Комарова, 6",25e3,625,Мытищи городской округ
19,21,https://pushkino.cian.ru/rent/flat/162103225/,60,"Московская область, Пушкинский район, Пушкино, улица Тургенева, 24",25e3,416.6666666666667,Пушкино
1,9,https://krasnogorsk.cian.ru/rent/flat/164400557/,35,"Московская область, Красногорский район, Красногорск, м. Тушинская, район Южный, Вокзальная улица, 24",25e3,714.2857142857143,Красногорск
1,5,https://mytishchi.cian.ru/rent/flat/162769461/,35,"Московская область, Мытищинский район, Мытищи городской округ, Мытищи, район микрорайон 5, улица Терешковой, 12",25e3,714.2857142857143,Мытищи городской округ
1,9,https://odintsovo.cian.ru/rent/flat/163285308/,38,"Московская область, м. Молодежная, Одинцовский район, пос. Горки-10",25e3,657.8947368421053,Одинцовский район
6,17,https://krasnogorsk.cian.ru/rent/flat/164382325/,50,"Московская область, Красногорский район, Красногорск, район Чернево, Успенская улица, 32",25e3,500,Красногорск
2,19,https://vidnoye.cian.ru/rent/flat/164563145/,42,"Московская область, м. Бульвар Дмитрия Донского, Ленинский район, д. Дрожжино, улица Южная, 19к1",25e3,595.2380952380952,Ленинский район
9,17,https://vidnoye.cian.ru/rent/flat/164613563/,44,"Московская область, Ленинский район, д. Дрожжино, улица Южная, 9",25e3,568.1818181818181,д. Дрожжино
3,5,https://www.cian.ru/rent/flat/157650409/,40,"Московская область, м. Лермонтовский проспект, Люберцы городской округ, д. Марусино, улица Заречная, 33к2",25e3,625,Люберцы городской округ
13,14,https://dzerzhinsky.cian.ru/rent/flat/164396727/,40,"Московская область, Дзержинский, Томилинская улица, 26",25e3,625,Томилинская улица
5,17,https://vidnoye.cian.ru/rent/flat/164550963/,40,"Московская область, Ленинский район, Видное, улица Олимпийская, 1к1",25e3,625,Видное
6,16,https://odintsovo.cian.ru/rent/flat/164262932/,39,"Московская область, Одинцовский район, Одинцово, м. Славянский бульвар, Новая Трехгорка мкр, район Трёхгорка, улица Кутузовская, 4А",25e3,641.025641025641,Одинцово
7,17,https://balashikha.cian.ru/rent/flat/164544918/,40,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Новокосино, Кучино мкр, район Железнодорожный (Южное Кучино), улица Речная, 8",25e3,625,Балашиха городской округ
5,17,https://balashikha.cian.ru/rent/flat/152954764/,40,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Щелковская, 1 Мая мкр, 35",25e3,625,Балашиха городской округ
13,17,https://khimki.cian.ru/rent/flat/164694222/,40,"Московская область, Химки городской округ, Химки, м. Речной вокзал, Сходня мкр, район Сходня, улица Мичурина, 15",25e3,625,Химки
2,5,https://dolgoprudny.cian.ru/rent/flat/164195175/,30,"Московская область, Долгопрудный городской округ, Долгопрудный, Театральная улица, 12а",25e3,833.3333333333334,Долгопрудный
2,9,https://lyubertsy.cian.ru/rent/flat/164145977/,35,"Московская область, Люберецкий район, Люберцы, м. Котельники, район квартал 115, Шоссейная улица, 6",24e3,685.7142857142857,Люберцы
2,25,https://krasnogorsk.cian.ru/rent/flat/164708974/,30,"Московская область, Красногорский район, Красногорск, м. Мякинино, район Павшинская пойма, улица Молодежная, 4",28e3,933.3333333333334,Красногорск
5,9,https://balashikha.cian.ru/rent/flat/164693499/,35,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Щелковская, район Новый свет, Звездная улица, 8",2e4,571.4285714285714,Балашиха городской округ
10,17,https://podolsk.cian.ru/rent/flat/164616260/,38,"Московская область, Подольск городской округ, Подольск, район Силикатная, Тепличная улица, 8",25e3,657.8947368421053,Подольск
9,17,https://krasnoznamensk.cian.ru/rent/flat/163868553/,49,"Московская область, Краснознаменск городской округ, Краснознаменск, Минская улица, 7",25e3,510.2040816326531,Краснознаменск
2,5,https://lobnya.cian.ru/rent/flat/164114842/,32,"Московская область, Лобня городской округ, Лобня, улица Ленина, 17",25e3,781.25,Лобня
3,25,https://lyubertsy.cian.ru/rent/flat/163441202/,43,"Московская область, Люберецкий район, Люберцы, Красная Горка мкр, улица Наташинская, 16",26e3,604.6511627906976,Люберцы
18,25,https://lyubertsy.cian.ru/rent/flat/152555869/,30,"Московская область, Люберецкий район, Люберцы, м. Выхино, район Красная горка, Инициативная улица, 13",26e3,866.6666666666666,Люберцы
10,25,https://balashikha.cian.ru/rent/flat/164101358/,43,"Московская область, Балашихинский район, Балашиха городской округ, Балашиха, м. Новогиреево, район Новое Измайлово, улица Демин луг, 2",26e3,604.6511627906976,Балашиха городской округ
